,CID,smiles_repr,selfies_repr,h_acc,h_don,C,H,O,N,P,Cl,S,Se,As,Br,Ca,Co,Fe,Hg,I,K,Mg,Na,Ni,W,B,F,Si,Te,Al
1361,1362,CC(C)CC(C(=O)NC1CN(CC1=O)C(=O)C(CC(C)C)NC(=O)OCC2=CC=CC=C2)NC(=O)OCC3=CC=CC=C3,[C][C][Branch1][C][C][C][C][Branch2][Ring2][N][C][=Branch1][C][=O][N][C][C][N][Branch1][=Branch1][C][C][Ring1][Branch1][=O][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],3,7,32,42,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,1363,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)C,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch2][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C],0,8,26,52,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,1364,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)C,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch2][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C],1,8,26,53,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,1365,CN1C2=C(N=C1C3=CC=C(C=C3)S(=O)(=O)O)N(C(=O)N(C2=O)CC=C)C,[C][N][C][=C][Branch2][Ring1][#Branch1][N][=C][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O][N][Branch1][S][C][=Branch1][C][=O][N][Branch1][=Branch1][C][Ring2][Ring1][Ring1][=O][C][C][=C][C],1,6,16,16,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,1366,C1CCC(CC1)(C(=O)O)N,[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][Branch1][=Branch1][C][=Branch1][C][=O][O][N],2,3,7,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,1367,C1=CC=C2C(=C1)N=NN2N,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=N][N][Ring1][=Branch1][N],1,3,6,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,1368,C1CC(CC(C1)(C(=O)O)N)C(=O)O,[C][C][C][Branch1][S][C][C][Branch1][Ring2][C][Ring1][=Branch1][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][O],3,5,8,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,1369,C1=CC=C(C=C1)NC2=CC=CC3=C2C(=CC=C3)S(=O)(=O)O,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O],2,4,16,13,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,1370,C1CCN(CC1)C(=O)C2=CC3=C(C=C2)OCO3,[C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][Ring1][#Branch1],0,3,13,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,1371,COC1=CC=C(C=C1)S(=O)(=O)N2CN(C(=O)CC2C(=O)NO)CC3=CC=CC=C3,[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][N][Branch1][#C][C][=Branch1][C][=O][C][C][Ring1][#Branch1][C][=Branch1][C][=O][N][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],2,7,19,21,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,1372,CC1=C(C2=C(N1CC3=CC=CC=C3)C=CC(=C2)OC)CC(=O)O,[C][C][=C][Branch2][Ring1][O][C][=C][Branch1][=N][N][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=C][O][C][C][C][=Branch1][C][=O][O],1,3,19,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,1373,C1=CN=C2C(=C1N)N=CN2C3C(C(C(O3)CO)O)O,[C][=C][N][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][N][N][=C][N][Ring1][#Branch1][C][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O][O],4,7,11,14,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,1374,C1C(C(C(C(N1)CO)O)O)O,[C][C][Branch1][P][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][N][Ring1][=Branch1][C][O][O][O][O],5,5,6,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,1375,CCOC(=O)NC(CC1=CC=CC=C1)C(=O)N2CCCC2C(=O)NNCCCCN,[C][C][O][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][N][C][C][C][C][N],4,6,21,33,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,1376,CCCCCCCCCCCCCCCCOCC(CO)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][C][C][Branch1][Ring1][C][O][O][C][=Branch1][C][=O][C][C][C][C][=C][C][C][=C][C][C][=C][C][C][=C][C][C][C][C][C],1,4,39,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,1377,CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][C][C][Branch2][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C][O][C],0,6,25,54,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,1378,CCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][C][C][Branch2][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C][O][C],1,6,25,55,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,1379,CCCCCCCCCCCCCCCCOCC(CO)OC(=O)C,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][C][C][Branch1][Ring1][C][O][O][C][=Branch1][C][=O][C],1,4,21,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,1380,CCCCCCCCCCCCCCCCOCC(CO)OC,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][C][C][Branch1][Ring1][C][O][O][C],1,3,20,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,1381,CCCCCCCCCCOCC(COCC(F)(F)F)OP(=O)(O)OC,[C][C][C][C][C][C][C][C][C][C][O][C][C][Branch1][N][C][O][C][C][Branch1][C][F][Branch1][C][F][F][O][P][=Branch1][C][=O][Branch1][C][O][O][C],1,9,16,32,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1381,1382,CC1=CC2=C(C(=C1C)O)C(=O)C3=CC=CC=C3C2=O,[C][C][=C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#C][=O],1,3,16,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,1383,CNCCCN(C)N(N=O)O,[C][N][C][C][C][N][Branch1][C][C][N][Branch1][Ring1][N][=O][O],2,6,5,14,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1383,1384,COC1=CC2=C(NC=CC2=CC1=O)CO,[C][O][C][=C][C][=C][Branch1][N][N][C][=C][C][Ring1][=Branch1][=C][C][Ring1][#Branch2][=O][C][O],2,4,11,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,1385,CC1=C(SCCO1)C(=O)NC2=CC(=C(C=C2)Cl)C(=O)OC(C)C,[C][C][=C][Branch1][#Branch1][S][C][C][O][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=Branch1][C][=O][O][C][Branch1][C][C][C],1,5,16,18,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,1386,CC(C)OC(=O)C1=C(C=CC(=C1)N=C(OC(C)C)S)Cl,[C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Ring2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=C][Branch1][#Branch1][O][C][Branch1][C][C][C][S][Cl],1,5,14,18,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,1387,CN1C2=C(C=C(C=C2)S(=O)(=O)N)C(=O)S1,[C][N][C][=C][Branch1][P][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][S][Ring1][=C],1,6,8,8,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,1388,CN1CCC(=CC1)C2=CC=CC=C2,[C][N][C][C][C][=Branch1][Branch1][=C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0,1,12,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,1389,CN1C2=C(C=C(C=C2)S(=O)(=O)N3CCCC3COC4=CC=CC=C4)C(=O)C1=O,[C][N][C][=C][Branch2][Ring1][P][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring2][Ring1][#Branch2][=O],0,6,20,20,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,1390,CN1C=CN=C1,[C][N][C][=C][N][=C][Ring1][Branch1],0,1,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,1391,CN1C(=C2C(=NC1=O)N(C=N2)C3C(C(C(O3)CO)O)O)N,[C][N][C][=Branch2][Ring2][C][=C][C][=Branch1][=Branch1][=N][C][Ring1][=Branch1][=O][N][Branch1][Branch1][C][=N][Ring1][Branch2][C][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O][O][N],4,7,11,15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,1392,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][C][C][Branch2][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C][O][C],0,6,27,58,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,1393,CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O][C][C][Branch2][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C][O][C],1,6,27,59,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,1394,CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)C,[C][C][C][C][C][C][C][C][C][=C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][O][O][C][=Branch1][C][=O][C],1,5,23,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,1395,C1=CC=C(C=C1)NC(=NC2=NC=CS2)S,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][=Branch2][=N][C][=N][C][=C][S][Ring1][Branch1][S],2,4,10,9,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,1396,C1=CC(=CC=C1C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F)Br,[C][=C][C][=Branch2][Ring2][#Branch2][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=N][N][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][Branch1][C][F][Branch1][C][F][F][Br],1,7,16,11,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1396,1397,CCCCCCCCCCCCCCCCCC(=O)OCC(CCO)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring2][C][C][O][O][C][=Branch1][C][=O][C][C][C][C][=C][C][C][=C][C][C][=C][C][C][=C][C][C][C][C][C],1,5,42,74,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,1398,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCC=CCC=CCC=CCC=CCCCCC,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][O][O][C][=Branch1][C][=O][C][C][C][C][=C][C][C][=C][C][C][=C][C][C][=C][C][C][C][C][C],1,5,41,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,1399,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCC=CCCCCC,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][O][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][=C][C][C][=C][C][C][C][C][C],1,5,39,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,1400,CC1=CC=C(C=C1)C2=NN(C3=NC=NC(=C23)N)C(C)(C)C,[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][N][Branch1][=C][C][=N][C][=N][C][=Branch1][=Branch1][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][Branch1][C][C][Branch1][C][C][C],1,4,16,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400,1401,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C,[C][C][N][Branch1][Ring1][C][C][C][C][C][C][N][C][=N][C][=N][C][=Branch2][Ring1][N][=C][Branch1][=Branch2][C][=C][Ring1][=Branch1][C][=N][Ring1][#Branch2][C][=C][C][=Branch1][#Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][C][N][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C],3,8,28,41,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,1402,B(C(CC1=CC(=CC=C1)C#N)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)N)(O)O,[B][Branch2][Ring2][=C][C][Branch1][=C][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][#N][N][C][=Branch1][C][=O][C][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][C][O][O],4,6,23,27,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1402,1403,CCN(CC)C(C)C(=O)N1C2=CC=CC=C2SC3=CC=CC=C31,[C][C][N][Branch1][Ring1][C][C][C][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C],0,3,19,22,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,1404,C1=CC(=CC=C1C(CC2=CC3=C(C=C2)NC(=NC3=O)N)C(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,[C][=C][C][=Branch2][Ring2][Ring2][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][=Branch1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][=Branch1][=N][C][Ring1][Branch2][=O][N][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],6,8,23,22,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,1405,C#CCN(CC1=CC2=C(C=C1)NC(=NC2=O)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,[C][#C][C][N][Branch2][Ring1][=Branch1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][=Branch1][=N][C][Ring1][Branch2][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],5,7,24,23,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,1406,CCCCCC=CC=CC(CC=CCC=CCCCC(=O)O)O,[C][C][C][C][C][C][=C][C][=C][C][Branch1][#C][C][C][=C][C][C][=C][C][C][C][C][=Branch1][C][=O][O][O],2,3,20,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,1407,CCCCCC=CCC1C(O1)CC=CCC=CCCCC(=O)O,[C][C][C][C][C][C][=C][C][C][C][Branch1][Ring2][O][Ring1][Ring1][C][C][=C][C][C][=C][C][C][C][C][=Branch1][C][=O][O],1,3,20,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,1408,CC(C)CCNCC(C1CC2=CC=C(C=C2)OCCCC(=O)NC(C(=O)N1)C(C)C)O,[C][C][Branch1][C][C][C][C][N][C][C][Branch2][Ring2][=Branch1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][C][C][=Branch1][C][=O][N][C][Branch1][=Branch2][C][=Branch1][C][=O][N][Ring2][Ring1][Ring1][C][Branch1][C][C][C][O],4,5,24,39,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,1409,CCCCCC(C=CC1C(C(CC(=O)O1)O)CC=CCCCC(=O)O)O,[C][C][C][C][C][C][Branch2][Ring1][=C][C][=C][C][C][Branch1][=N][C][Branch1][=Branch2][C][C][=Branch1][C][=O][O][Ring1][#Branch1][O][C][C][=C][C][C][C][C][=Branch1][C][=O][O][O],3,6,20,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,1410,CC1C(C(CC(O1)OC2CC(CC3=CC4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)(C(=O)C)O)N)O,[C][C][C][Branch2][Branch1][S][C][Branch2][Branch1][O][C][C][Branch1][Ring2][O][Ring1][=Branch1][O][C][C][C][Branch2][Ring2][Branch1][C][C][=C][C][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][Ring1][#Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][#Branch2][=O][C][=C][C][=C][Ring1][Branch2][O][C][Branch1][=Branch1][C][=Branch1][C][=O][C][O][N][O],4,10,27,29,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,1411,CCCCCC1=CC(=C2C3CC(=CCC3C(OC2=C1)(C)C)C(=O)O)O,[C][C][C][C][C][C][=C][C][=Branch2][Ring1][S][=C][C][C][C][=Branch2][Ring1][Ring2][=C][C][C][Ring1][=Branch1][C][Branch1][Branch2][O][C][Ring1][#Branch2][=C][Ring1][=C][Branch1][C][C][C][C][=Branch1][C][=O][O][O],2,4,21,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,1412,C(CCC=CCC(C=CC=CCC=CCCCC(=O)O)O)CCO,[C][Branch2][Ring1][=Branch2][C][C][C][=C][C][C][Branch1][S][C][=C][C][=C][C][C][=C][C][C][C][C][=Branch1][C][=O][O][O][C][C][O],3,4,20,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,1413,CCCCCC=CCC(C=CC=CCC=CCCCC(=O)O)O,[C][C][C][C][C][C][=C][C][C][Branch1][S][C][=C][C][=C][C][C][=C][C][C][C][C][=Branch1][C][=O][O][O],2,3,20,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,1414,CCCCCC(C=CC=CCC=CCCCC(=O)O)O,[C][C][C][C][C][C][Branch1][S][C][=C][C][=C][C][C][=C][C][C][C][C][=Branch1][C][=O][O][O],2,3,17,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,1415,CCCCCC=CCC(C=CC=CCC=CCCCC(=O)O)OO,[C][C][C][C][C][C][=C][C][C][Branch1][S][C][=C][C][=C][C][C][=C][C][C][C][C][=Branch1][C][=O][O][O][O],2,4,20,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,1416,CCCCCC1C(O1)CC=CCCCCCCCC(=O)O,[C][C][C][C][C][C][C][Branch1][Ring2][O][Ring1][Ring1][C][C][=C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],1,3,18,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,1417,CCCC1=CC(=O)OC2=C1C3=C(C=CC(O3)(C)C)C4=C2C(C(C(O4)C)C)OC(=O)C,[C][C][C][C][=C][C][=Branch1][C][=O][O][C][=C][Ring1][#Branch1][C][=C][Branch1][=N][C][=C][C][Branch1][Ring2][O][Ring1][=Branch1][Branch1][C][C][C][C][=C][Ring1][N][C][Branch1][N][C][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][C][O][C][=Branch1][C][=O][C],0,6,24,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,1418,CCCC1=CC(=O)OC2=C1C3=C(CCC(O3)(C)C)C4=C2C(C(C(O4)C)C)N,[C][C][C][C][=C][C][=Branch1][C][=O][O][C][=C][Ring1][#Branch1][C][=C][Branch1][=N][C][C][C][Branch1][Ring2][O][Ring1][=Branch1][Branch1][C][C][C][C][=C][Ring1][N][C][Branch1][N][C][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][C][N],1,5,22,29,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,1419,CCCC1=CC(=O)OC2=C1C3=C(C=CC(O3)(C)C)C4=C2C(C(C(O4)C)C)N=[N+]=[N-],[C][C][C][C][=C][C][=Branch1][C][=O][O][C][=C][Ring1][#Branch1][C][=C][Branch1][=N][C][=C][C][Branch1][Ring2][O][Ring1][=Branch1][Branch1][C][C][C][C][=C][Ring1][N][C][Branch1][N][C][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][C][N][=N+1][=N-1],0,6,22,25,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,1420,COCCCCCCCCCCCC(=O)O,[C][O][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],1,3,13,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,1421,CCCC1=CC(=O)OC2=C1C3=C(C=CC(O3)(C)C)C4=C2C(=O)C(C(O4)C)C,[C][C][C][C][=C][C][=Branch1][C][=O][O][C][=C][Ring1][#Branch1][C][=C][Branch1][=N][C][=C][C][Branch1][Ring2][O][Ring1][=Branch1][Branch1][C][C][C][C][=C][Ring1][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][#Branch1][C][C],0,5,22,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,1422,CCCC1=CC(=O)OC2=C1C3=C(C=CC(O3)(C)C)C4=C2C(C(C(O4)C)C)S,[C][C][C][C][=C][C][=Branch1][C][=O][O][C][=C][Ring1][#Branch1][C][=C][Branch1][=N][C][=C][C][Branch1][Ring2][O][Ring1][=Branch1][Branch1][C][C][C][C][=C][Ring1][N][C][Branch1][N][C][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][C][S],1,5,22,26,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,1423,CCCCCCCNC1CCCC1CCCCCCC(=O)O,[C][C][C][C][C][C][C][N][C][C][C][C][C][Ring1][Branch1][C][C][C][C][C][C][C][=Branch1][C][=O][O],2,3,19,37,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,1424,CCCCCC(C=CC=CCCCCCCCC(=O)O)O,[C][C][C][C][C][C][Branch1][P][C][=C][C][=C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][O],2,3,18,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
